Source,Indicator,Sector,Units,Scenario,ScenarioGeography,Technology,Sub_Technology,2018,2019,2025,2030,2040,SourceSheet
WEO2020,Capacity,Power,GW,SPS,Japan,Oil,NA,39.143,34.744,20.103,11.704,4.7,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Japan,Natural gas,NA,83.898,84.435,78.807,77.156,71.645,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Japan,Nuclear,NA,38.042,33.083,33.849,29.91,27.945,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Japan,Renewables,NA,118.146,126.097,161.81,179.25,214.58,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Japan,Renewables,Hydro,50.037,50.024,50.794,51.209,51.826,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Japan,Renewables,Bioenergy,7.968,8.562,10.647,12.345,14.742,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Japan,Renewables,Wind,3.498,3.799,8.013,12.27,18.988,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Japan,Renewables,Geothermal,0.481,0.536,0.617,0.627,1.31,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Japan,Renewables,Solar PV,56.162,63.176,91.739,102.715,125.441,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Japan,Renewables,CSP,0,0,0,0,0,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Japan,Renewables,Marine,0,0,0,0.083,2.272,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Japan,Total CO2,Total CO2,1043.771,993.137,878.112,765.474,646.087,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Japan,Coal,NA,431.279,414.03,366.007,310.389,265.233,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Japan,Oil,NA,384.112,366.749,330.599,289.301,214.44,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Japan,Natural gas,NA,228.38,212.357,181.506,165.784,166.414,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Japan,Power sector,Power sector,500.669,462.89,384.778,309.085,264.327,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Japan,Coal,NA,308.286,294.616,256.227,209.201,175.043,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Japan,Oil,NA,34.408,23.405,21.053,11.54,4.191,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Japan,Natural gas,NA,157.976,144.869,107.498,88.345,85.093,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Japan,Final consumption,Final consumption,507.326,495.482,463.779,430.547,359.731,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Japan,Coal,NA,104.585,101.548,93.298,86.071,76.521,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Japan,Oil,NA,335.011,328.933,298.66,269.077,204.151,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Japan,Oil,Transport,204.455,200.899,174.126,154.208,114.535,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Japan,Natural gas,NA,67.731,65,71.821,75.399,79.058,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Japan,Industry,NA,NA,NA,NA,NA,NA,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Japan,Transport,NA,NA,NA,NA,NA,NA,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Japan,Buildings,NA,NA,NA,NA,NA,NA,JPN_El_CO2_Ind
WEO2020,NA,model_indicator,million,SPS,Japan,Population (million),NA,126.443,126.103,123.236,120.037,112.68,JPN_El_CO2_Ind
WEO2020,NA,model_indicator,share,SPS,Japan,Share of World population,NA,0.0167,0.0164,0.0151,0.0141,0.0123,JPN_El_CO2_Ind
WEO2020,NA,model_indicator,billion USD,SPS,Japan,"GDP ($2019 billion, PPP)",NA,5676.9702,5714.1001,5947.0698,6257.48,6772.3999,JPN_El_CO2_Ind
WEO2020,NA,model_indicator,share,SPS,Japan,Share of World GDP,NA,0.0411,0.0403,0.0357,0.032,0.0256,JPN_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Japan,"GDP per capita ($2019, PPP)",NA,44897.5,45313,48257.6016,52129.6016,60102.8984,JPN_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Japan,"GDP ($2019 billion, MER)",NA,5091.2202,5124.52,5333.46,5611.8398,6073.6299,JPN_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Japan,"TPED/GDP (toe per $1000, PPP)",NA,0.075,0.0726,0.0653,0.0607,0.0521,JPN_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Japan,"TFC/GDP (toe per $1000, PPP)",NA,0.0499,0.0483,0.0445,0.0409,0.0347,JPN_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Japan,TPED per capita (toe),NA,3.3691,3.2878,3.1513,3.1648,3.1308,JPN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Japan,Total generation,Total generation,1050.369995,1014.359985,975.4130249,957.7910156,961.1160278,JPN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Japan,Coal,NA,338.794,322.871,179.269,39.209,21.739,JPN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Japan,Oil,NA,51.82,35.012,24.343,12.333,3.519,JPN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Japan,Natural gas,NA,377.909,346.199,328.173,334.209,182.788,JPN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Japan,Nuclear,NA,64.929,85.529,157.847,229.269,275.341,JPN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Japan,Renewables,NA,197.854,205.68,266.713,323.703,458.66,JPN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Japan,Renewables,Hydro,80.968,80.042,91.578,103.705,113.292,JPN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Japan,Renewables,Bioenergy,44.213,52.027,59.204,63.214,72.039,JPN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Japan,Renewables,Wind,7.481,7.379,19.237,43.11,111.591,JPN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Japan,Renewables,Geothermal,2.524,2.4,3.608,8.07,21.25,JPN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Japan,Renewables,Solar PV,62.668,63.832,93.051,105.132,133.86,JPN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Japan,Renewables,CSP,0,0,0,0,0,JPN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Japan,Renewables,Marine,0,0,0.034,0.474,6.629,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Japan,Total capacity,Total capacity,330.804,330.76,346.899,359.406,410.447,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Japan,Coal,NA,50.499,51.148,42.926,31.039,17.069,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Japan,Oil,NA,39.143,34.744,20.087,11.431,4.126,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Japan,Natural gas,NA,83.898,84.435,78.582,72.522,64.892,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Japan,Nuclear,NA,38.042,33.083,33.849,32.689,35.204,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Japan,Renewables,NA,118.146,126.097,169.96,209.928,284.43,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Japan,Renewables,Hydro,50.037,50.024,52.037,56.847,59.593,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Japan,Renewables,Bioenergy,7.968,8.562,11.377,12.623,14.494,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Japan,Renewables,Wind,3.498,3.799,9.427,17.971,40.164,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Japan,Renewables,Geothermal,0.481,0.536,0.743,1.514,3.748,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Japan,Renewables,Solar PV,56.162,63.176,96.352,120.785,164.01,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Japan,Renewables,CSP,0,0,0,0,0,JPN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Japan,Renewables,Marine,0,0,0.024,0.189,2.423,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Japan,Total CO2,Total CO2,1043.771,993.135,753.766,533.73,265.73,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Japan,Coal,NA,431.279,414.029,260.192,116.137,52.036,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Japan,Oil,NA,384.112,366.749,301.599,232.459,103.644,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Japan,Natural gas,NA,228.38,212.357,191.976,185.711,112.812,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Japan,Power sector,Power sector,500.669,462.89,295.815,156.186,65.558,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Japan,Coal,NA,308.286,294.616,156.605,28.356,2.28,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Japan,Oil,NA,34.408,23.405,15.809,7.789,2.177,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Japan,Natural gas,NA,157.976,144.869,123.401,120.042,61.101,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Japan,Final consumption,Final consumption,507.326,495.482,429.176,353.878,188.504,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Japan,Coal,NA,104.585,101.548,87.867,74.369,42.691,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Japan,Oil,NA,335.011,328.933,275.33,216.194,97.947,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Japan,Oil,Transport,204.455,200.899,165.84,129.987,55.117,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Japan,Natural gas,NA,67.731,65,65.979,63.314,47.866,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Japan,Industry,NA,NA,NA,NA,NA,NA,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Japan,Transport,NA,NA,NA,NA,NA,NA,JPN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Japan,Buildings,NA,NA,NA,NA,NA,NA,JPN_El_CO2_Ind
WEO2020,NA,model_indicator,million,SDS,Japan,Population (million),NA,126.443,126.103,123.236,120.037,112.68,JPN_El_CO2_Ind
WEO2020,NA,model_indicator,share,SDS,Japan,Share of World population,NA,0.0167,0.0164,0.0151,0.0141,0.0123,JPN_El_CO2_Ind
WEO2020,NA,model_indicator,billion USD,SDS,Japan,"GDP ($2019 billion, PPP)",NA,5676.9702,5714.1001,5947.0698,6257.48,6772.3999,JPN_El_CO2_Ind
WEO2020,NA,model_indicator,share,SDS,Japan,Share of World GDP,NA,0.0411,0.0403,0.0357,0.032,0.0256,JPN_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Japan,"GDP per capita ($2019, PPP)",NA,44897.5,45313,48257.6016,52129.6016,60102.8984,JPN_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Japan,"GDP ($2019 billion, MER)",NA,5091.2202,5124.52,5333.46,5611.8398,6073.6299,JPN_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Japan,"TPED/GDP (toe per $1000, PPP)",NA,0.075,0.0726,0.0626,0.0549,0.0445,JPN_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Japan,"TFC/GDP (toe per $1000, PPP)",NA,0.0499,0.0483,0.0426,0.0369,0.0274,JPN_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Japan,TPED per capita (toe),NA,3.3691,3.2878,3.0228,2.8637,2.6724,JPN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Southeast Asia,Total generation,Total generation,1101.23999,1182.51001,1432.369995,1740.75,2398.52002,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Southeast Asia,Coal,NA,457.136,510.411,587.931,700.4,927.909,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Southeast Asia,Oil,NA,20.276,19.408,18.288,17.717,14.677,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Southeast Asia,Natural gas,NA,365.524,382.706,524.201,580.613,725.355,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Southeast Asia,Nuclear,NA,0,0,0,0,11.839,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Southeast Asia,Renewables,NA,258.308,269.988,301.947,442.03,718.739,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Southeast Asia,Renewables,Hydro,190.226,194.566,179.863,244.703,336.819,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Southeast Asia,Renewables,Bioenergy,33.391,34.677,30.783,44.851,82.944,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Southeast Asia,Renewables,Wind,3.481,4.686,20.317,31.286,64.608,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Southeast Asia,Renewables,Geothermal,24.456,25.213,38.124,53.679,76.837,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Southeast Asia,Renewables,Solar PV,6.754,10.847,32.829,67.481,157.501,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Southeast Asia,Renewables,CSP,0,0,0,0,0,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Southeast Asia,Renewables,Marine,0,0,0.032,0.032,0.032,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Southeast Asia,Total capacity,Total capacity,261.82,277.631,366.108,454.122,660.006,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Southeast Asia,Coal,NA,74.655,80.831,106.304,122.778,168.702,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Southeast Asia,Oil,NA,25.155,25.494,22.391,20.914,14.548,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Southeast Asia,Natural gas,NA,96.913,97.715,123.089,141.563,193.637,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Southeast Asia,Nuclear,NA,0,0,0,0,1.59,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Southeast Asia,Renewables,NA,65.045,73.532,112.024,165.195,272.992,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Southeast Asia,Renewables,Hydro,46.213,47.01,56.224,76.631,103.6,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Southeast Asia,Renewables,Bioenergy,8.267,8.462,9.82,12.153,16.958,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Southeast Asia,Renewables,Wind,1.935,2.617,8.686,13.318,26.656,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Southeast Asia,Renewables,Geothermal,3.814,4.1,5.942,7.863,11.174,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Southeast Asia,Renewables,Solar PV,4.811,11.338,31.335,55.214,114.587,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Southeast Asia,Renewables,CSP,0.005,0.005,0.005,0.005,0.005,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Southeast Asia,Renewables,Marine,0,0,0.012,0.012,0.012,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Southeast Asia,Total CO2,Total CO2,1483.351,1570.941,1804.393,2038.87,2395.733,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Southeast Asia,Coal,NA,616.525,690.887,764.603,882.622,1070.244,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Southeast Asia,Oil,NA,581.442,588.52,664.107,722.389,777.87,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Southeast Asia,Natural gas,NA,285.385,291.534,375.684,433.859,547.618,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Southeast Asia,Power sector,Power sector,642.359,701.654,804.449,912.238,1097.41,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Southeast Asia,Coal,NA,452.642,504.984,559.173,650.928,799.262,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Southeast Asia,Oil,NA,25.874,24.711,20.854,18.973,14.887,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Southeast Asia,Natural gas,NA,163.843,171.959,224.423,242.336,283.259,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Southeast Asia,Final consumption,Final consumption,773.034,802.215,920.093,1027.61,1181.47,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Southeast Asia,Coal,NA,163.883,185.902,205.431,231.693,270.982,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Southeast Asia,Oil,NA,539.7,547.638,624.216,680.365,736.726,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Southeast Asia,Oil,Transport,381.035,386.789,457.533,503.545,547.174,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Southeast Asia,Natural gas,NA,69.451,68.675,90.446,115.556,173.763,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Southeast Asia,Industry,NA,NA,NA,NA,NA,NA,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Southeast Asia,Transport,NA,NA,NA,NA,NA,NA,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Southeast Asia,Buildings,NA,NA,NA,NA,NA,NA,ASEAN_El_CO2_Ind
WEO2020,NA,model_indicator,million,SPS,Southeast Asia,Population (million),NA,653.901,660.588,698.216,725.579,767.304,ASEAN_El_CO2_Ind
WEO2020,NA,model_indicator,share,SPS,Southeast Asia,Share of World population,NA,0.0862,0.0861,0.0858,0.0853,0.0838,ASEAN_El_CO2_Ind
WEO2020,NA,model_indicator,billion USD,SPS,Southeast Asia,"GDP ($2019 billion, PPP)",NA,8720.3496,9119.25,11666.9004,14667.7998,21455.0996,ASEAN_El_CO2_Ind
WEO2020,NA,model_indicator,share,SPS,Southeast Asia,Share of World GDP,NA,0.0631,0.0642,0.07,0.075,0.0812,ASEAN_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Southeast Asia,"GDP per capita ($2019, PPP)",NA,13335.9004,13804.7002,16709.5996,20215.1992,27961.6992,ASEAN_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Southeast Asia,"GDP ($2019 billion, MER)",NA,2990.24,3117.8401,3956.01,4965.02,7235.7598,ASEAN_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Southeast Asia,"TPED/GDP (toe per $1000, PPP)",NA,0.0784,0.0776,0.0699,0.0635,0.0524,ASEAN_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Southeast Asia,"TFC/GDP (toe per $1000, PPP)",NA,0.0533,0.0524,0.047,0.0423,0.0347,ASEAN_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Southeast Asia,TPED per capita (toe),NA,1.0451,1.0718,1.1682,1.2841,1.4662,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Southeast Asia,Total generation,Total generation,1101.23999,1182.51001,1379.829956,1616.069946,2199.360107,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Southeast Asia,Coal,NA,457.136,510.411,492.794,307.932,61.13,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Southeast Asia,Oil,NA,20.276,19.408,11.944,8.011,7.107,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Southeast Asia,Natural gas,NA,365.524,382.706,440.029,474.959,500.876,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Southeast Asia,Nuclear,NA,0,0,0,0,15.785,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Southeast Asia,Renewables,NA,258.308,269.988,435.06,825.168,1614.46,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Southeast Asia,Renewables,Hydro,190.226,194.566,223.069,326.513,537.32,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Southeast Asia,Renewables,Bioenergy,33.391,34.677,39.434,61.978,122.545,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Southeast Asia,Renewables,Wind,3.481,4.686,35.575,134.524,325.61,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Southeast Asia,Renewables,Geothermal,24.456,25.213,55.358,111.307,202.148,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Southeast Asia,Renewables,Solar PV,6.754,10.847,81.579,190.767,425.163,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Southeast Asia,Renewables,CSP,0,0,0,0,0,ASEAN_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Southeast Asia,Renewables,Marine,0,0,0.046,0.078,1.67,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Southeast Asia,Total capacity,Total capacity,261.82,277.631,426.345,587.995,887.338,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Southeast Asia,Coal,NA,74.655,80.831,98.39,92.259,57.256,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Southeast Asia,Oil,NA,25.155,25.494,22.448,20.618,13.047,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Southeast Asia,Natural gas,NA,96.913,97.715,123.079,131.071,134.641,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Southeast Asia,Nuclear,NA,0,0,0,0,2.65,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Southeast Asia,Renewables,NA,65.045,73.532,181.548,341.673,668.168,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Southeast Asia,Renewables,Hydro,46.213,47.01,71.608,103.093,167.185,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Southeast Asia,Renewables,Bioenergy,8.267,8.462,11.618,15.489,24.503,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Southeast Asia,Renewables,Wind,1.935,2.617,17.367,60.641,140.061,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Southeast Asia,Renewables,Geothermal,3.814,4.1,8.79,16.937,29.298,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Southeast Asia,Renewables,Solar PV,4.811,11.338,72.141,145.476,306.47,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Southeast Asia,Renewables,CSP,0.005,0.005,0.005,0.005,0.005,ASEAN_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Southeast Asia,Renewables,Marine,0,0,0.018,0.032,0.646,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Southeast Asia,Total CO2,Total CO2,1483.351,1570.941,1603.704,1426.859,993.816,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Southeast Asia,Coal,NA,616.525,690.887,656.91,466.093,170.645,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Southeast Asia,Oil,NA,581.442,588.52,610.768,591.604,426.7,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Southeast Asia,Natural gas,NA,285.385,291.534,336.106,369.81,398.277,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Southeast Asia,Power sector,Power sector,642.359,701.654,672.415,502.131,247.479,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Southeast Asia,Coal,NA,452.642,504.984,473.603,293.952,38.859,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Southeast Asia,Oil,NA,25.874,24.711,13.536,8.102,6.96,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Southeast Asia,Natural gas,NA,163.843,171.959,185.277,200.076,201.66,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Southeast Asia,Final consumption,Final consumption,773.034,802.215,847.218,834.523,653.842,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Southeast Asia,Coal,NA,163.883,185.902,183.306,172.14,131.786,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Southeast Asia,Oil,NA,539.7,547.638,579.41,564.385,403.637,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Southeast Asia,Oil,Transport,381.035,386.789,424.416,413.842,277.048,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Southeast Asia,Natural gas,NA,69.451,68.675,84.502,97.997,118.419,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Southeast Asia,Industry,NA,NA,NA,NA,NA,NA,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Southeast Asia,Transport,NA,NA,NA,NA,NA,NA,ASEAN_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Southeast Asia,Buildings,NA,NA,NA,NA,NA,NA,ASEAN_El_CO2_Ind
WEO2020,NA,model_indicator,million,SDS,Southeast Asia,Population (million),NA,653.901,660.588,698.216,725.579,767.304,ASEAN_El_CO2_Ind
WEO2020,NA,model_indicator,share,SDS,Southeast Asia,Share of World population,NA,0.0862,0.0861,0.0858,0.0853,0.0838,ASEAN_El_CO2_Ind
WEO2020,NA,model_indicator,billion USD,SDS,Southeast Asia,"GDP ($2019 billion, PPP)",NA,8720.3496,9119.25,11666.9004,14667.7998,21455.0996,ASEAN_El_CO2_Ind
WEO2020,NA,model_indicator,share,SDS,Southeast Asia,Share of World GDP,NA,0.0631,0.0642,0.07,0.075,0.0812,ASEAN_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Southeast Asia,"GDP per capita ($2019, PPP)",NA,13335.9004,13804.7002,16709.5996,20215.1992,27961.6992,ASEAN_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Southeast Asia,"GDP ($2019 billion, MER)",NA,2990.24,3117.8401,3956.01,4965.02,7235.7598,ASEAN_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Southeast Asia,"TPED/GDP (toe per $1000, PPP)",NA,0.0784,0.0776,0.0657,0.0558,0.0418,ASEAN_El_CO2_Ind
